CAPEX,Capital Expenditure,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"A component of [NCFI] representing the net cash outflow (inflow) associated with the acquisition & disposal of long-lived, physical & intangible assets that are used in the normal conduct of business to produce goods and services and are not intended for resale. Includes cash inflows/outflows to pay for construction of self-constructed assets & softtware."
DEPAMOR,"Depreciation, Amortization & Accretion","ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"A component of operating cash flow representing the aggregate net amount of depreciation, amortization, and accretion recognized during an accounting period. As a non-cash item, the net amount is added back to net income when calculating cash provided by or used in operations using the indirect method."
NCF,Net Cash Flow / Change in Cash & Cash Equivalents,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"Principal component of the cash flow statement representing the amount of increase (decrease) in cash and cash equivalents. Includes [NCFO], investing [NCFI] and financing [NCFF] for continuing and discontinued operations, and the effect of exchange rate changes on cash [NCFX]."
NCFF,Net Cash Flow from Financing,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"A component of [NCF] representing the amount of cash inflow (outflow) from financing activities, from continuing and discontinued operations. Principal components of financing cash flow are: issuance (purchase) of equity shares, issuance (repayment) of debt securities, and payment of dividends & other cash distributions."
NCFI,Net Cash Flow from Investing,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"A component of [NCF] representing the amount of cash inflow (outflow) from investing activities, from continuing and discontinued operations. Principal components of investing cash flow are: capital (expenditure) disposal of equipment [CAPEX], business (acquisitions) disposition [NCFBUS] and investment (acquisition) disposal [NCFINV]."
NCFO,Net Cash Flow from Operations,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,"A component of [NCF] representing the amount of cash inflow (outflow) from operating activities, from continuing and discontinued operations."
NCFX,Effect of Exchange Rate Changes on Cash ,"ARY,ARQ,ART,MRY,MRQ,MRT",Cash Flow,A component of Net Cash Flow [NCF] representing the amount of increase (decrease) from the effect of exchange rate changes on cash and cash equivalent balances held in foreign currencies.
