Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2014-09-18,101.9,102.35,101.56,101.79,36750610.0,0.0,1.0,101.9,102.35,101.56,101.79,36750610.0
2014-09-17,101.32,101.8,100.5922,101.58,60698051.0,0.0,1.0,101.32,101.8,100.5922,101.58,60698051.0
2014-09-16,99.85,101.26,98.89,100.86,66605398.0,0.0,1.0,99.85,101.26,98.89,100.86,66605398.0
2014-09-15,102.81,103.05,101.44,101.63,61020335.0,0.0,1.0,102.81,103.05,101.44,101.63,61020335.0
2014-09-12,101.22,102.19,101.08,101.66,62537322.0,0.0,1.0,101.22,102.19,101.08,101.66,62537322.0
2014-09-11,100.45,101.44,99.62,101.43,61946277.0,0.0,1.0,100.45,101.44,99.62,101.43,61946277.0
2014-09-10,98.01,101.11,97.76,101.0,100262191.0,0.0,1.0,98.01,101.11,97.76,101.0,100262191.0
2014-09-09,99.11,103.08,96.14,97.99,189160028.0,0.0,1.0,99.11,103.08,96.14,97.99,189160028.0
2014-09-08,99.3,99.31,98.05,98.36,46102647.0,0.0,1.0,99.3,99.31,98.05,98.36,46102647.0
2014-09-05,98.89,99.39,98.31,98.97,57436567.0,0.0,1.0,98.89,99.39,98.31,98.97,57436567.0
2014-09-04,99.0,100.09,97.79,98.12,85275799.0,0.0,1.0,99.0,100.09,97.79,98.12,85275799.0
2014-09-03,103.2,103.2,98.58,98.94,124864693.0,0.0,1.0,103.2,103.2,98.58,98.94,124864693.0
2014-09-02,103.04,103.74,102.72,103.3,53205549.0,0.0,1.0,103.04,103.74,102.72,103.3,53205549.0
2014-08-29,102.88,102.9,102.2,102.5,44482783.0,0.0,1.0,102.88,102.9,102.2,102.5,44482783.0
2014-08-28,101.59,102.78,101.56,102.25,67881776.0,0.0,1.0,101.59,102.78,101.56,102.25,67881776.0
2014-08-27,101.0,102.57,100.7,102.13,46729951.0,0.0,1.0,101.0,102.57,100.7,102.13,46729951.0
2014-08-26,101.46,101.5,100.86,100.889,32828986.0,0.0,1.0,101.46,101.5,100.86,100.889,32828986.0
2014-08-25,101.81,102.17,101.28,101.54,40138517.0,0.0,1.0,101.81,102.17,101.28,101.54,40138517.0
2014-08-22,100.31,101.47,100.19,101.32,43779662.0,0.0,1.0,100.31,101.47,100.19,101.32,43779662.0
2014-08-21,100.55,100.94,100.11,100.58,33355100.0,0.0,1.0,100.55,100.94,100.11,100.58,33355100.0
2014-08-20,100.48,101.09,99.95,100.57,52073272.0,0.0,1.0,100.48,101.09,99.95,100.57,52073272.0
2014-08-19,99.41,100.68,99.32,100.53,69189840.0,0.0,1.0,99.41,100.68,99.32,100.53,69189840.0
2014-08-18,98.49,99.37,97.98,99.16,47285630.0,0.0,1.0,98.49,99.37,97.98,99.16,47285630.0
2014-08-15,97.9,98.19,96.86,97.98,48938120.0,0.0,1.0,97.9,98.19,96.86,97.98,48938120.0
2014-08-14,97.33,97.57,96.8,97.5,28056530.0,0.0,1.0,97.33,97.57,96.8,97.5,28056530.0
2014-08-13,96.17,97.24,96.04,97.24,31794502.0,0.0,1.0,96.17,97.24,96.04,97.24,31794502.0
2014-08-12,96.22,96.88,95.61,95.97,33426807.0,0.0,1.0,96.22,96.88,95.61,95.97,33426807.0
2014-08-11,95.29,96.08,94.8355,95.99,36400145.0,0.0,1.0,95.29,96.08,94.8355,95.99,36400145.0
2014-08-08,94.2,94.82,93.28,94.74,41736618.0,0.0,1.0,94.2,94.82,93.28,94.74,41736618.0
2014-08-07,94.92,95.95,94.1,94.48,46414358.0,0.47,1.0,94.92,95.95,94.1,94.48,46414358.0
2014-08-06,94.8,95.48,94.71,94.96,38433597.0,0.0,1.0,94.330742496051,95.007376513955,94.241187993681,94.489950500263,38433597.0
2014-08-05,95.35,95.68,94.36,95.12,55802400.0,0.0,1.0,94.878020010532,95.206386519221,93.892920484466,94.649158504476,55802400.0
2014-08-04,96.35,96.58,95.17,95.59,39522009.0,0.0,1.0,95.873070036862,96.101931542917,94.698911005793,95.116832016851,39522009.0
2014-08-01,95.0,96.62,94.81,96.13,48236565.0,0.0,1.0,94.529752501316,96.141733543971,94.340692996314,95.654159031069,48236565.0
2014-07-31,97.18,97.45,95.33,95.6,56435180.0,0.0,1.0,96.698961558715,96.967625065824,94.858119010005,95.126782517114,56435180.0
2014-07-30,98.38,98.7,97.67,98.15,32892290.0,0.0,1.0,97.893021590311,98.211437598736,97.186536071617,97.664160084255,32892290.0
2014-07-29,99.28,99.44,98.25,98.38,42919093.0,0.0,1.0,98.788566614007,98.94777461822,97.763665086888,97.893021590311,42919093.0
2014-07-28,97.8,99.24,97.55,99.02,54868553.0,0.0,1.0,97.315892575039,98.748764612954,97.067130068457,98.529853607162,54868553.0
2014-07-25,96.9,97.84,96.64,97.671,40114728.0,0.0,1.0,96.420347551343,97.355694576093,96.161634544497,97.187531121643,40114728.0
2014-07-24,97.08,97.32,96.42,97.03,45432790.0,0.0,1.0,96.599456556082,96.838268562401,95.942723538705,96.549704054766,45432790.0
2014-07-23,95.43,97.88,95.17,97.19,90805774.0,0.0,1.0,94.957624012638,97.395496577146,94.698911005793,96.708912058978,90805774.0
2014-07-22,94.71,94.89,94.12,94.72,51222226.0,0.0,1.0,94.241187993681,94.42029699842,93.654108478146,94.251138493944,51222226.0
2014-07-21,95.0,95.0,93.72,93.939,38718151.0,0.0,1.0,94.529752501316,94.529752501316,93.256088467615,93.474004423381,38718151.0
2014-07-18,93.64,94.74,93.02,94.43,49610025.0,0.0,1.0,93.176484465508,94.271039494471,92.559553449184,93.962573986309,49610025.0
2014-07-17,95.04,95.279,92.57,93.0899,56902652.0,0.0,1.0,94.56955450237,94.807371458662,92.111780937335,92.629107446024,56902652.0
2014-07-16,97.02,97.1,94.74,94.78,53204472.0,0.0,1.0,96.539753554502,96.619357556609,94.271039494471,94.310841495524,53204472.0
2014-07-15,96.8,96.85,95.03,95.32,44090589.0,0.0,1.0,96.32084254871,96.370595050026,94.559604002106,94.848168509742,44090589.0
2014-07-14,95.86,96.89,95.65,96.45,42578906.0,0.0,1.0,95.38549552396,96.41039705108,95.176535018431,95.972575039494,42578906.0
2014-07-11,95.38,95.89,94.8625,95.22,33919804.0,0.0,1.0,94.907871511322,95.41534702475,94.392933122696,94.748663507109,33919804.0
2014-07-10,93.75,95.55,93.52,95.035,39585268.0,0.0,1.0,93.285939968404,95.077030015798,93.057078462349,94.564579252238,39585268.0
2014-07-09,95.45,95.95,94.76,95.39,36249550.0,0.0,1.0,94.977525013165,95.47505002633,94.290940494997,94.917822011585,36249550.0
2014-07-08,96.2,96.8,93.92,95.35,65088128.0,0.0,1.0,95.723812532912,96.32084254871,93.45509847288,94.878020010532,65088128.0
2014-07-07,94.15,95.99,94.1,95.968,54581012.0,0.0,1.0,93.683959978936,95.514852027383,93.63420747762,95.492960926804,54581012.0
2014-07-03,93.69,94.1,93.2,94.03,22887445.0,0.0,1.0,93.226236966825,93.63420747762,92.738662453923,93.564553975777,22887445.0
2014-07-02,93.85,94.06,93.09,93.48,28345827.0,0.0,1.0,93.385444971037,93.594405476567,92.629206951027,93.017276461295,28345827.0
2014-07-01,93.56,94.07,93.13,93.52,38100290.0,0.0,1.0,93.096880463402,93.60435597683,92.66900895208,93.057078462349,38100290.0
2014-06-30,92.16,93.725,92.09,92.93,49399265.0,0.0,1.0,91.70381042654,93.261063717746,91.634156924697,92.469998946814,49399265.0
2014-06-27,90.86,92.0,90.77,91.98,56758270.0,0.0,1.0,90.410245392312,91.544602422328,90.320690889942,91.524701421801,56758270.0
2014-06-26,90.43,91.05,89.8,90.9,32474478.0,0.0,1.0,89.98237388099,90.599304897314,89.355492364402,90.450047393365,32474478.0
2014-06-25,90.25,90.7,89.65,90.36,36635954.0,0.0,1.0,89.803264876251,90.251037388099,89.206234860453,89.912720379147,36635954.0
2014-06-24,90.75,91.74,90.19,90.28,38898641.0,0.0,1.0,90.300789889415,91.285889415482,89.743561874671,89.833116377041,38898641.0
2014-06-23,91.32,91.62,90.6,90.83,43611710.0,0.0,1.0,90.867968404423,91.166483412322,90.151532385466,90.380393891522,43611710.0
2014-06-20,91.92,92.55,90.9,90.91,92367402.0,0.0,1.0,91.464998420221,92.091879936809,90.450047393365,90.459997893628,92367402.0
2014-06-19,92.26,92.3,91.3389,91.86,35478842.0,0.0,1.0,91.803315429173,91.843117430226,90.886774849921,91.405295418641,35478842.0
2014-06-18,92.26,92.29,91.35,92.18,33287944.0,0.0,1.0,91.803315429173,91.833166929963,90.897819905213,91.723711427067,33287944.0
2014-06-17,92.4,92.7,91.8,92.08,29659665.0,0.0,1.0,91.942622432859,92.241137440758,91.345592417062,91.624206424434,29659665.0
2014-06-16,91.58,92.75,91.45,92.2,35317417.0,0.0,1.0,91.126681411269,92.290889942075,90.997324907846,91.743612427593,35317417.0
2014-06-13,92.18,92.44,90.88,91.28,54209964.0,0.0,1.0,91.723711427067,91.982424433913,90.430146392838,90.82816640337,54209964.0
2014-06-12,94.04,94.12,91.9,92.29,54518363.0,0.0,1.0,93.57450447604,93.654108478146,91.445097419695,91.833166929963,54518363.0
2014-06-11,94.13,94.76,93.47,93.86,45484122.0,0.0,1.0,93.66405897841,94.290940494997,93.007325961032,93.395395471301,45484122.0
2014-06-10,94.64,95.05,93.57,94.25,62458587.0,0.0,1.0,94.171534491838,94.579505002633,93.106830963665,93.783464981569,62458587.0
2014-06-09,92.69,93.88,91.75,93.7,74876982.0,0.0,7.0,92.231186940495,93.415296471827,91.295839915745,93.236187467088,74876982.0
2014-06-06,649.9,651.26,644.47,645.57,12497800.0,0.0,1.0,92.38328744451968,92.57661144963515,91.6114129240954,91.76777792823292,87484600.0
2014-06-05,646.25,649.3699,642.61,647.35,10657616.0,0.0,1.0,91.864439930791,92.307933727526,91.347013917099,92.020804934928,74603312.0
2014-06-04,637.28,647.89,636.11,644.82,11949821.0,0.0,1.0,90.589354397051,92.097565936959,90.42303889265,91.661165425412,83648747.0
2014-06-03,628.47,638.74,628.25,637.54,10419625.0,0.0,1.0,89.337012863913,90.796893402543,89.305739863086,90.626313398029,72937375.0
2014-06-02,634.0,634.83,622.5,628.65,13149746.0,0.0,1.0,90.123102384714,90.241086887836,88.488377341458,89.36259986459,92048222.0
2014-05-30,637.98,644.17,628.9,633.0,20073091.0,0.0,1.0,90.688859399684,91.568767922967,89.398137365531,89.980952380952,140511637.0
2014-05-29,628.0,636.87,627.77,635.38,13352669.0,0.0,1.0,89.270202362145,90.531072895509,89.23750786128,90.319269389904,93468683.0
2014-05-28,626.09,629.83,623.78,624.01,11212643.0,0.0,1.0,88.998695854961,89.530336869029,88.670329346272,88.703023847138,78488501.0
2014-05-27,615.89,625.86,615.63,625.63,12386055.0,0.0,1.0,87.548765816595,88.966001354096,87.511806815617,88.933306853231,86702385.0
2014-05-23,607.25,614.7293,606.47,614.13,8255572.0,0.0,1.0,86.320589784097,87.383772307229,86.209712781163,87.298581809975,57789004.0
2014-05-22,606.6,609.85,604.1,607.27,7156763.0,0.0,1.0,86.228192281652,86.690179793876,85.872817272249,86.323432784172,50097341.0
2014-05-21,604.0,606.7,602.06,606.31,7021994.0,0.0,1.0,85.858602271872,86.242407282028,85.582831264575,86.186968780561,49153958.0
2014-05-20,604.51,606.4,600.73,604.71,8300284.0,0.0,1.0,85.931098773791,86.1997622809,85.393771759573,85.959528774543,58101988.0
2014-05-19,597.63,607.33,597.33,604.59,11334567.0,0.0,1.0,84.953106747912,86.331961784398,84.910461746784,85.942470774092,79341969.0
2014-05-16,588.81,597.53,585.4,597.51,9805847.0,0.0,1.0,83.699343714737,84.938891747536,83.214612201911,84.936048747461,68640929.0
2014-05-15,594.7,596.6,588.04,588.82,8184454.0,0.0,1.0,84.536607236892,84.806692244038,83.589888211841,83.700765214775,57291178.0
2014-05-14,592.43,597.4,591.74,593.87,5914574.0,0.0,1.0,84.213926728353,84.920412247047,84.115843225758,84.41862273377,41402018.0
2014-05-13,592.0,594.54,590.7,593.76,5685521.0,0.0,1.0,84.152802226736,84.51386323629,83.968007221846,84.402986233356,39798647.0
2014-05-12,587.45,593.66,587.4,592.83,7573853.0,0.0,1.0,83.506019709622,84.38877123298,83.498912209434,84.270786729858,53016971.0
2014-05-09,584.61,586.25,580.33,585.5425,10404102.0,0.0,1.0,83.102313698939,83.335439705108,82.493911682841,83.234868577447,72828714.0
2014-05-08,588.25,594.41,586.4,587.99,8177642.0,3.29,1.0,83.619739712631,84.495383735801,83.356762205672,83.582780711653,57243494.0
2014-05-07,595.1,597.29,587.73,592.33,10044832.0,0.0,1.0,84.122772293168,84.432348618697,83.08095607438,83.731207717043,70313824.0
2014-05-06,601.62,604.4099,594.41,594.41,13267330.0,0.0,1.0,85.044433317116,85.438810938391,84.025234546769,84.025234546769,92871310.0
2014-05-05,590.13,601.0,590.0,600.96,10008795.0,0.0,1.0,83.420217800987,84.95679070441,83.401841124129,84.951136342299,70061565.0
2014-05-02,592.89,594.2,589.71,592.58,6774952.0,0.0,1.0,83.810368786585,83.995549145691,83.360846998831,83.766547480231,47424664.0
2014-05-01,592.0,594.8,586.36,591.48,8700297.0,0.0,1.0,83.684559229635,84.080364577342,82.887294172109,83.611052522203,60902079.0
2014-04-30,592.64,599.43,589.8,590.09,16284334.0,0.0,1.0,83.775029023397,84.734856991588,83.373569313579,83.414563438877,113990338.0
2014-04-29,593.77,595.98,589.51,592.33,11953660.0,0.0,1.0,83.934764753007,84.247168259591,83.33257518828,83.731207717043,83675620.0
2014-04-28,572.57,595.75,572.55,594.09,23834797.0,0.0,1.0,80.937952834649,84.214655677458,80.935125653594,83.979999649888,166843579.0
2014-04-25,564.1,571.99,563.96,571.94,13849475.0,0.0,1.0,79.740641657833,80.855964584052,79.720851390447,80.848896631414,96946325.0
2014-04-24,568.36,570.0,560.73,567.77,27093315.0,0.0,1.0,80.342831222559,80.574660069074,79.264261650056,80.259429381435,189653205.0
2014-04-23,529.04,531.13,524.45,524.75,9412480.0,0.0,1.0,74.784593268321,75.080033688574,74.135755216186,74.178162932012,65887360.0
2014-04-22,528.29,531.826,526.501,531.699,7202850.0,0.0,1.0,74.678573978756,75.17841958929,74.425682633382,75.16046698959,50419950.0
2014-04-21,525.28,532.14,523.96,531.17,6504642.0,0.0,1.0,74.25308322997,75.222806331854,74.066489280337,75.085688050684,45532494.0
2014-04-17,520.0,527.76,519.2,524.94,10098605.0,0.0,1.0,73.506707431436,74.603653680797,73.393620189234,74.205021152035,70690235.0
2014-04-16,518.25,521.09,514.1354,519.01,7463180.0,0.0,1.0,73.259329089119,73.660788798936,72.677693130662,73.366761969211,52242260.0
2014-04-15,519.96,521.64,511.33,517.9599,9485597.0,0.0,1.0,73.501053069326,73.73853627795,72.281124444069,73.218320827915,66399179.0
2014-04-14,521.79,522.16,517.21,521.68,7346510.0,0.0,1.0,73.759740135863,73.812042985382,73.112315674256,73.744190640061,51425570.0
2014-04-11,519.18,522.83,517.14,519.61,9688372.0,0.0,1.0,73.390793008179,73.906753550726,73.102420540563,73.451577400862,67818604.0
2014-04-10,530.7,532.24,523.17,523.48,8526766.0,0.0,1.0,75.01924929589,75.23694223713,73.954815628662,73.998636935016,59687362.0
2014-04-09,522.64,530.49,522.02,530.32,7337800.0,0.0,1.0,73.879895330703,74.989563894812,73.792252717997,74.965532855844,51364600.0
2014-04-08,525.19,526.12,518.7,523.44,8697800.0,0.0,1.0,74.240360915223,74.371824834283,73.322940662857,73.992982572905,60884600.0
2014-04-07,528.02,530.9,521.89,523.47,10309000.0,0.0,1.0,74.640407034513,75.047521106441,73.773876041139,73.997223344488,72163000.0
2014-04-04,539.81,540.0,530.58,531.82,9830400.0,0.0,1.0,76.307030266468,76.333888486491,75.00228620956,75.177571434974,68812800.0
2014-04-03,541.39,542.5,537.64,538.79,5798000.0,0.0,1.0,76.530377569817,76.687286118373,76.000281121995,76.16284403266,40586000.0
2014-04-02,542.38,543.48,540.26,542.55,6443600.0,0.0,1.0,76.670323032043,76.825817990071,76.370641840207,76.694354071011,45105200.0
2014-04-01,537.76,541.87,536.77,541.65,7170000.0,0.0,1.0,76.017244208325,76.598229915139,75.8772987461,76.567130923533,50190000.0
2014-03-31,539.23,540.81,535.93,536.74,6023900.0,0.0,1.0,76.225042015872,76.448389319221,75.758557141787,75.873057974517,42167300.0
2014-03-28,538.32,538.94,534.25,536.86,7163000.0,0.0,1.0,76.096405277867,76.184047890573,75.521073933163,75.890021060847,50141000.0
2014-03-27,540.02,541.5,535.12,537.46,7929700.0,0.0,1.0,76.336715667546,76.54592706562,75.644056309058,75.974836492499,55507900.0
2014-03-26,546.52,549.0,538.86,539.78,10706000.0,0.0,1.0,77.255549510439,77.606119961266,76.172739166353,76.302789494886,74942000.0
2014-03-25,541.5,545.75,539.59,544.99,10081900.0,0.0,1.0,76.54592706562,77.14670303982,76.275931274863,77.039270159727,70573300.0
2014-03-24,538.42,540.5,535.06,539.19,12703600.0,0.0,1.0,76.110541183142,76.404568012868,75.635574765892,76.219387653761,88925200.0
2014-03-21,531.93,533.75,526.33,532.87,13358800.0,0.0,1.0,75.193120930776,75.450394406786,74.401510235361,75.325998440364,93511600.0
2014-03-20,529.89,532.67,527.35,528.7,7442800.0,0.0,1.0,74.904748463161,75.297726629813,74.545696469169,74.736531190385,52099600.0
2014-03-19,532.26,536.24,529.0,531.26,8027000.0,0.0,1.0,75.239769418185,75.802378448141,74.778938906211,75.098410365432,56189000.0
2014-03-18,525.9,531.97,525.2,531.4,7487400.0,0.0,1.0,74.340725842677,75.198775292886,74.24177450575,75.118200632817,52411800.0
2014-03-17,527.7,529.97,525.85,526.74,7126600.0,0.0,1.0,74.595172137632,74.916057187381,74.33365789004,74.45946744699,49886200.0
2014-03-14,528.79,530.89,523.0,524.69,8471400.0,0.0,1.0,74.749253505133,75.046107515913,73.930784589694,74.169681388846,59299800.0
2014-03-13,537.44,539.66,529.16,530.65,9205100.0,0.0,1.0,75.972009311444,76.285826408555,74.801556354651,75.012181343253,64435700.0
2014-03-12,534.51,537.35,532.0,536.61,7118800.0,0.0,1.0,75.557827286878,75.959286996696,75.203016064469,75.854681297659,49831600.0
2014-03-11,535.45,538.74,532.59,536.09,9972300.0,0.0,1.0,75.690704796466,76.155776080023,75.286417905593,75.781174590228,69806100.0
2014-03-10,528.36,533.33,528.34,530.92,6378000.0,0.0,1.0,74.688469112449,75.39102360463,74.685641931394,75.050348287496,44646000.0
2014-03-07,531.09,531.98,526.05,530.44,7883200.0,0.0,1.0,75.074379326464,75.200188883414,74.36192970059,74.982495942175,55182400.0
2014-03-06,532.79,534.44,528.1,530.75,6624600.0,0.0,1.0,75.314689716144,75.547932153186,74.651715758733,75.026317248528,46372200.0
2014-03-05,530.92,534.75,529.13,532.36,7145100.0,0.0,1.0,75.050348287496,75.591753459539,74.797315583069,75.25390532346,50015700.0
2014-03-04,531.0,532.64,527.77,531.24,9255000.0,0.0,1.0,75.061657011716,75.293485858231,74.605067271325,75.095583184377,64785000.0
2014-03-03,523.42,530.65,522.81,527.76,8527900.0,0.0,1.0,73.99015539185,75.012181343253,73.903926369671,74.603653680797,59695300.0
2014-02-28,529.08,532.75,522.12,526.24,13284600.0,0.0,1.0,74.790247630431,75.309035354034,73.806388623272,74.388787920613,92992200.0
2014-02-27,517.14,528.78,516.05,527.67,10781500.0,0.0,1.0,73.102420540563,74.747839914605,72.948339173063,74.59093136605,75470500.0
2014-02-26,523.61,525.0,515.6,517.35,9864900.0,0.0,1.0,74.017013611873,74.2135026952,72.884727599324,73.132105941641,69054300.0
2014-02-25,529.38,529.57,521.0,522.06,8284000.0,0.0,1.0,74.832655346257,74.85951356628,73.648066484189,73.797907080107,57988000.0
2014-02-24,523.15,529.92,522.42,527.55,10318200.0,0.0,1.0,73.951988447607,74.908989234743,73.848796339098,74.573968279719,72227400.0
2014-02-21,532.79,534.57,524.6,525.25,9956600.0,0.0,1.0,75.314689716144,75.566308830044,74.156959074099,74.248842458388,69696200.0
2014-02-20,532.99,537.0,529.0,531.15,10923500.0,0.0,1.0,75.342961526694,75.909811328233,74.778938906211,75.082860869629,76464500.0
2014-02-19,544.75,546.89,534.35,537.37,11206000.0,0.0,1.0,77.005343987067,77.307852359958,75.535209838438,75.962114177751,78442000.0
2014-02-18,546.0,551.19,545.61,545.99,9294700.0,0.0,1.0,77.182042803008,77.915696286795,77.126912772434,77.18062921248,65062900.0
2014-02-14,542.47,545.98,541.21,543.99,9747300.0,0.0,1.0,76.68304534679,77.179215621953,76.504932940322,76.897911106975,68231100.0
2014-02-13,534.66,544.85,534.2,544.43,10978500.0,0.0,1.0,75.579031144791,77.019479892342,75.514005980525,76.960109090186,76849500.0
2014-02-12,536.95,539.56,533.24,535.92,11003600.0,0.0,1.0,75.902743375595,76.27169050328,75.378301289882,75.75714355126,77025200.0
2014-02-11,530.61,537.75,529.5,535.96,10080600.0,0.0,1.0,75.006526981143,76.015830617797,74.849618432587,75.76279791337,70564200.0
2014-02-10,518.66,531.99,518.0,528.99,12341400.0,0.0,1.0,73.317286300747,75.201602473942,73.22398932593,74.777525315683,86389800.0
2014-02-07,521.38,522.93,517.38,519.68,13224300.0,0.0,1.0,73.701782924235,73.920889456002,73.136346713224,73.461472534555,92570100.0
2014-02-06,510.06,513.5,507.81,512.51,9205900.0,3.05,1.0,72.101598447073,72.587873588543,71.78354057838,72.447928126318,64441300.0
2014-02-05,506.56,515.28,506.25,512.59,11726600.0,0.0,1.0,71.18322304226,72.408581745925,71.139660978253,72.030575448579,82086200.0
2014-02-04,505.85,509.46,502.76,508.79,13452900.0,0.0,1.0,71.083451863406,71.590739124901,70.649236451213,71.496588857532,94170300.0
2014-02-03,502.61,507.73,499.3,501.53,14338000.0,0.0,1.0,70.628158033146,71.347634703187,70.163027607787,70.476393423059,100366000.0
2014-01-31,495.18,501.53,493.55,500.6,16599900.0,0.0,1.0,69.584073724862,70.476393423059,69.355021581861,70.345707231039,116199300.0
2014-01-30,502.54,506.5,496.7,499.78,24232200.0,0.0,1.0,70.618321438047,71.174791675033,69.797668361281,70.230478545603,169625400.0
2014-01-29,503.95,507.37,498.62,500.75,17957500.0,0.0,1.0,70.816458567883,71.297046499825,70.067472112547,70.366785649107,125702500.0
2014-01-28,508.76,515.0,502.07,506.5,38054400.0,0.0,1.0,71.492373173918,72.369235365532,70.552275728102,71.174791675033,266380800.0
2014-01-27,550.07,554.8,545.75,550.5,19817100.0,0.0,1.0,77.297369509744,77.96204229281,76.690311069396,77.357794308205,138719700.0
2014-01-24,554.0,555.62,544.75,546.07,15334100.0,0.0,1.0,77.849624063116,78.077270978246,76.549788282279,76.735278361274,107338700.0
2014-01-23,549.94,556.5,544.81,556.18,14401400.0,0.0,1.0,77.279101547419,78.20093103091,76.558219649506,78.155963739032,100809800.0
2014-01-22,550.91,557.29,547.81,551.51,13570900.0,0.0,1.0,77.415408650923,78.311944032733,76.979788010858,77.499722323193,94996300.0
2014-01-21,540.99,550.07,540.42,549.07,11733100.0,0.0,1.0,76.021422602717,77.297369509744,75.94132461406,77.156846722626,82131700.0
2014-01-17,551.48,552.07,539.9,540.67,15240700.0,0.0,1.0,77.49550663958,77.578415083979,75.868252764759,75.976455310839,106684900.0
2014-01-16,554.9,556.85,551.68,554.25,8188500.0,0.0,1.0,77.976094571522,78.250114006401,77.523611197003,77.884754759895,57319500.0
2014-01-15,553.52,560.2,551.66,557.36,13987100.0,0.0,1.0,77.782173125299,78.720865343245,77.520800741261,78.321780627831,97909700.0
2014-01-14,538.22,546.73,537.66,546.39,11877200.0,0.0,1.0,75.632174482401,76.828023400771,75.553481721615,76.780245653151,83140400.0
2014-01-13,529.91,542.5,529.88,535.73,13517600.0,0.0,1.0,74.464430121454,76.233612011264,74.460214437841,75.282272742478,94623200.0
2014-01-10,539.83,540.8,531.11,532.94,10892000.0,0.0,1.0,75.85841616966,75.994723273164,74.633057465995,74.890214166421,76244000.0
2014-01-09,546.8,546.86,535.35,536.52,9969600.0,0.0,1.0,76.83785999587,76.846291363097,75.228874083374,75.393285744301,69787200.0
2014-01-08,538.81,545.56,538.69,543.46,9233200.0,0.0,1.0,75.7150829268,76.663611739844,75.698220192346,76.368513886897,64632400.0
2014-01-07,544.32,545.96,537.92,540.04,11328900.0,0.0,1.0,76.489363483818,76.719820854691,75.590017646266,75.887925954955,79302300.0
2014-01-06,537.45,546.8,533.6,543.93,14736100.0,0.0,1.0,75.523971936321,76.83785999587,74.982959205918,76.434559596842,103152700.0
