2014-11-07,35.13,35.84,34.5394,35.81,169948.0,0.0,1.0,35.13,35.84,34.5394,35.81,169948.0
2014-11-06,35.78,35.99,34.895,35.09,334400.0,0.0,1.0,35.78,35.99,34.895,35.09,334400.0
2014-11-05,32.38,35.71,31.05,35.66,252090.0,0.0,1.0,32.38,35.71,31.05,35.66,252090.0
2014-11-04,35.72,36.47,34.96,35.19,241141.0,0.0,1.0,35.72,36.47,34.96,35.19,241141.0
2014-11-03,36.62,36.74,35.82,35.96,117408.0,0.0,1.0,36.62,36.74,35.82,35.96,117408.0
